Date,Time,Open,High,Low,Close,Vol,OI
2025-05-13,02:40:00,23397,23397,23392,23392,11,0
2025-05-13,02:41:00,23391,23397,23390,23396,21,0
2025-05-13,02:42:00,23398,23398,23391,23393,23,0
2025-05-13,02:43:00,23391,23400,23391,23400,8,0
2025-05-13,02:44:00,23401,23401,23397,23400,11,0
2025-05-13,02:45:00,23400,23403,23397,23403,12,0
2025-05-13,02:46:00,23402,23405,23400,23405,22,0
2025-05-13,02:47:00,23406,23406,23399,23401,71,0
2025-05-13,02:48:00,23401,23408,23401,23403,33,0
2025-05-13,02:49:00,23403,23406,23402,23403,25,0
2025-05-13,02:50:00,23405,23405,23399,23402,31,0
2025-05-13,02:51:00,23406,23406,23401,23403,23,0
2025-05-13,02:52:00,23402,23406,23402,23402,30,0
2025-05-13,02:53:00,23403,23407,23403,23407,12,0
2025-05-13,02:54:00,23410,23410,23399,23399,7,0
2025-05-13,02:55:00,23400,23402,23399,23399,20,0
2025-05-13,02:56:00,23397,23397,23394,23397,17,0
2025-05-13,02:57:00,23400,23400,23397,23399,7,0
2025-05-13,02:58:00,23398,23399,23396,23397,12,0
2025-05-13,02:59:00,23398,23403,23396,23403,16,0
2025-05-13,09:13:00,23333,23333,23333,23333,136,0
2025-05-13,09:15:00,23333,23381,23333,23366,688,0
2025-05-13,09:16:00,23368,23378,23347,23373,308,0
2025-05-13,09:17:00,23371,23386,23364,23374,369,0
2025-05-13,09:18:00,23375,23397,23375,23397,211,0
2025-05-13,09:19:00,23394,23403,23385,23388,333,0
2025-05-13,09:20:00,23387,23397,23380,23390,291,0
2025-05-13,09:21:00,23389,23389,23363,23367,212,0
2025-05-13,09:22:00,23366,23378,23365,23373,218,0
2025-05-13,09:23:00,23371,23374,23361,23362,121,0
2025-05-13,09:24:00,23360,23368,23358,23359,127,0
2025-05-13,09:25:00,23357,23359,23328,23336,268,0
2025-05-13,09:26:00,23334,23334,23315,23323,553,0
2025-05-13,09:27:00,23324,23332,23321,23324,165,0
2025-05-13,09:28:00,23325,23328,23315,23317,137,0
2025-05-13,09:29:00,23318,23318,23304,23313,212,0
2025-05-13,09:30:00,23312,23337,23281,23286,1470,0
2025-05-13,09:31:00,23288,23305,23268,23305,1052,0
2025-05-13,09:32:00,23305,23312,23272,23282,854,0
2025-05-13,09:33:00,23283,23286,23262,23271,643,0
2025-05-13,09:34:00,23272,23284,23261,23276,386,0
2025-05-13,09:35:00,23272,23274,23246,23249,637,0
2025-05-13,09:36:00,23252,23252,23222,23224,594,0
2025-05-13,09:37:00,23224,23246,23221,23234,414,0
2025-05-13,09:38:00,23235,23236,23210,23215,597,0
2025-05-13,09:39:00,23214,23243,23213,23241,563,0
2025-05-13,09:40:00,23242,23257,23221,23254,469,0
2025-05-13,09:41:00,23254,23275,23251,23268,688,0
2025-05-13,09:42:00,23267,23276,23251,23262,536,0
2025-05-13,09:43:00,23262,23276,23256,23267,544,0
2025-05-13,09:44:00,23268,23284,23268,23274,422,0
2025-05-13,09:45:00,23272,23275,23212,23220,679,0
2025-05-13,09:46:00,23220,23221,23199,23209,594,0
2025-05-13,09:47:00,23209,23224,23208,23216,385,0
2025-05-13,09:48:00,23217,23249,23217,23230,443,0
2025-05-13,09:49:00,23228,23229,23209,23215,311,0
2025-05-13,09:50:00,23217,23241,23212,23231,386,0
2025-05-13,09:51:00,23230,23245,23213,23225,423,0
2025-05-13,09:52:00,23226,23230,23207,23215,229,0
2025-05-13,09:53:00,23209,23229,23195,23227,430,0
2025-05-13,09:54:00,23229,23229,23208,23212,381,0
2025-05-13,09:55:00,23214,23244,23214,23228,364,0
2025-05-13,09:56:00,23228,23230,23201,23209,279,0
2025-05-13,09:57:00,23208,23210,23186,23192,431,0
2025-05-13,09:58:00,23191,23194,23178,23186,379,0
2025-05-13,09:59:00,23186,23197,23173,23186,345,0
2025-05-13,10:00:00,23186,23188,23173,23175,409,0
2025-05-13,10:01:00,23173,23179,23163,23167,412,0
2025-05-13,10:02:00,23169,23183,23168,23177,258,0
2025-05-13,10:03:00,23177,23196,23173,23192,346,0
2025-05-13,10:04:00,23193,23204,23189,23192,315,0
2025-05-13,10:05:00,23193,23204,23189,23200,226,0
2025-05-13,10:06:00,23199,23212,23194,23195,331,0
2025-05-13,10:07:00,23194,23200,23164,23170,325,0
2025-05-13,10:08:00,23170,23200,23164,23200,300,0
2025-05-13,10:09:00,23200,23200,23170,23171,266,0
2025-05-13,10:10:00,23170,23170,23154,23160,290,0
2025-05-13,10:11:00,23159,23163,23146,23151,290,0
2025-05-13,10:12:00,23152,23152,23138,23143,339,0
2025-05-13,10:13:00,23145,23151,23129,23131,349,0
2025-05-13,10:14:00,23132,23149,23128,23139,236,0
2025-05-13,10:15:00,23139,23163,23139,23160,264,0
2025-05-13,10:16:00,23159,23173,23153,23169,290,0
2025-05-13,10:17:00,23168,23186,23168,23183,247,0
2025-05-13,10:18:00,23182,23194,23179,23183,300,0
2025-05-13,10:19:00,23183,23200,23181,23191,394,0
2025-05-13,10:20:00,23190,23195,23172,23189,288,0
2025-05-13,10:21:00,23189,23191,23175,23176,203,0
2025-05-13,10:22:00,23175,23183,23157,23161,301,0
2025-05-13,10:23:00,23161,23172,23157,23172,162,0
2025-05-13,10:24:00,23171,23171,23152,23158,182,0
2025-05-13,10:25:00,23157,23163,23150,23159,184,0
2025-05-13,10:26:00,23158,23176,23151,23152,225,0
2025-05-13,10:27:00,23152,23166,23146,23166,167,0
2025-05-13,10:28:00,23170,23172,23159,23163,119,0
2025-05-13,10:29:00,23162,23166,23146,23149,205,0
2025-05-13,10:30:00,23149,23153,23135,23137,290,0
2025-05-13,10:31:00,23138,23139,23129,23130,176,0
2025-05-13,10:32:00,23130,23135,23117,23119,272,0
2025-05-13,10:33:00,23119,23137,23110,23136,337,0
2025-05-13,10:34:00,23136,23141,23120,23125,163,0
2025-05-13,10:35:00,23126,23130,23116,23125,147,0
2025-05-13,10:36:00,23124,23133,23111,23111,209,0
2025-05-13,10:37:00,23111,23113,23100,23110,283,0
2025-05-13,10:38:00,23110,23117,23102,23116,218,0
2025-05-13,10:39:00,23117,23118,23103,23106,134,0
2025-05-13,10:40:00,23103,23121,23100,23115,225,0
2025-05-13,10:41:00,23115,23123,23110,23114,207,0
2025-05-13,10:42:00,23114,23132,23114,23130,198,0
2025-05-13,10:43:00,23131,23131,23108,23110,185,0
2025-05-13,10:44:00,23109,23125,23108,23116,110,0
2025-05-13,10:45:00,23117,23122,23106,23115,131,0
2025-05-13,10:46:00,23115,23123,23113,23123,121,0
2025-05-13,10:47:00,23124,23125,23110,23117,145,0
2025-05-13,10:48:00,23115,23135,23115,23129,125,0
2025-05-13,10:49:00,23130,23130,23110,23115,187,0
2025-05-13,10:50:00,23114,23121,23103,23104,214,0
2025-05-13,10:51:00,23102,23106,23096,23100,184,0
2025-05-13,10:52:00,23101,23105,23090,23090,207,0
2025-05-13,10:53:00,23090,23107,23090,23101,158,0
2025-05-13,10:54:00,23101,23124,23097,23121,173,0
2025-05-13,10:55:00,23122,23130,23120,23125,167,0
2025-05-13,10:56:00,23125,23138,23125,23129,177,0
2025-05-13,10:57:00,23129,23137,23123,23136,143,0
2025-05-13,10:58:00,23136,23142,23126,23129,163,0
2025-05-13,10:59:00,23129,23133,23125,23127,70,0
2025-05-13,11:00:00,23125,23139,23122,23136,123,0
2025-05-13,11:01:00,23135,23137,23123,23125,107,0
2025-05-13,11:02:00,23126,23126,23115,23120,145,0
2025-05-13,11:03:00,23120,23124,23106,23107,103,0
2025-05-13,11:04:00,23106,23106,23087,23090,253,0
2025-05-13,11:05:00,23088,23110,23084,23107,279,0
